Gene.symbol,adj.P.Val
PPP1CC,0.8392
ADAM12,0.8392
EBAG9,0.8392
PSMD1,0.8392
LRRC47,0.8392
RAB28,0.8392
TNFRSF18,0.8392
CMAS,0.8392
ZBED5,0.8392
HS3ST3A1,0.8392
DPRXP4,0.8392
RPP30,0.8392
ELANE,0.8392
COPE,0.8392
BCAS1,0.8392
SPDYE8P,0.8392
NMNAT3,0.8392
NANOS1,0.8392
C6orf25,0.8392
NR2C2AP,0.8392
SLC6A9,0.8392
SPN,0.8392
AFF1,0.8392
TBC1D9B,0.8392
GUCA2A,0.8392
SDHB,0.8392
SIPA1,0.8392
PPFIA1,0.8392
MIOS,0.8396
SOWAHC,0.8396
CIDEC,0.8396
CD163L1,0.8396
OSCP1,0.8396
ZNF491,0.8396
HMGCR,0.8396
LOC101926959,0.8396
BBS7,0.8396
GPER1,0.8396
GSN,0.8396
TSPAN4,0.8396
C5orf51,0.8396
HARBI1,0.8396
KLF3,0.8396
ELF4,0.8396
NUDT4,0.8396
FAM124A,0.8396
GAB4,0.8396
MRAS,0.8396
NUDT9,0.8396
GDF1,0.8396
ANKRD13C,0.8396
TMCC1,0.8396
LANCL1,0.8396
GAS2,0.8396
OOSP2,0.8396
FAM24A,0.8396
TBRG4,0.8396
PCSK1,0.8396
TMEM70,0.8396
NPPC,0.8396
FAM89A,0.8396
CMKLR1,0.8396
POLD4,0.8396
DLK2,0.8396
GPAM,0.8396
GCNT1,0.8396
SGF29,0.8396
PCDHGC5,0.8396
MRPL4,0.8396
LAMTOR5,0.8396
C1orf116,0.8396
SLC30A9,0.8396
LOC105372520,0.8396
CFL2,0.8396
COL9A2,0.8396
RAX2,0.8396
PLD3,0.8396
PSPC1,0.8396
GLRX2,0.8396
GTF2A1L,0.8396
NFATC3,0.8396
RBM8A,0.8396
RPL18A,0.8396
ANKHD1-EIF4EBP3,0.8396
TMEM164,0.8397
ERCC6L2,0.8398
HAVCR1P1,0.8398
MCAT,0.8398
EPN2,0.8398
SNAPC2,0.8398
UFD1L,0.8398
ST7L,0.8398
TGIF1,0.8398
MBP,0.8398
NFYA,0.8398
EEF1G,0.8398
DNAH1,0.8398
PGM5,0.8398
NUDT17,0.8398
TNFSF4,0.8398
LOC105379298,0.8399
NTN5,0.8399
INSL4,0.8399
PKP3,0.8399
SNRPN,0.8399
APBA3,0.8399
HHATL,0.8399
YTHDF3-AS1,0.8399
PDGFA,0.8399
DSP,0.8404
IGFBP2,0.8406
PEX19,0.8406
CYLD,0.8407
CAMSAP1,0.8407
FREM2,0.8407
CALCA,0.8408
FAM19A4,0.8408
CASP4,0.8408
ALDH9A1,0.8411
RAB4B,0.8411
F7,0.8411
N4BP2L1,0.8411
SYT1,0.8411
TBC1D23,0.8412
SLC25A43,0.8412
MOXD1,0.8413
TNFSF8,0.8414
RBM14,0.8414
TRIM10,0.8414
LYPD5,0.8414
ATXN10,0.8414
RABEP1,0.8414
RYK,0.8414
ZNF286A,0.8415
TTLL2,0.8416
BCAN,0.8417
SIRT7,0.8417
KREMEN1,0.8417
FANCD2,0.8417
RAB38,0.8420000000000001
LYZL6,0.8420000000000001
PCDHB9,0.8420000000000001
ZDHHC11,0.8422
BANF2,0.8422
CCNG2,0.8422
ARHGAP42,0.8422
UFD1L,0.8422
SRSF5,0.8422
MYL7,0.8422
MCMBP,0.8422
MAPT,0.8422
PLA2G2F,0.8422
ECE2,0.8422
SOX2,0.8422
INSRR,0.8422
RAB18,0.8422
SLX1B,0.8422
ENKUR,0.8422
CCL2,0.8422
PTDSS2,0.8422
NEUROD1,0.8422
LOC101927363,0.8422
ADGRV1,0.8422
GPR137B,0.8422
TRIM66,0.8422
TRPC5,0.8422
GNB5,0.8422
CRISPLD1,0.8422
TGFB3,0.8422
IGDCC3,0.8422
DDX52,0.8422
SLC28A1,0.8422
ATOX1,0.8422
GREM1,0.8422
TEX28,0.8423
C18orf25,0.8424
CCT6P1,0.8424
PNMA6A,0.8424
SIPA1L3,0.8425
BMP8A,0.8425
CFAP44,0.8425
GNAO1,0.8425
PHOX2B,0.8425
FCF1,0.8425
DCLK2,0.8426
CRYGA,0.8427
MLLT11,0.8427
TBX1,0.8427
SH3BP5,0.8427
VASH1,0.8427
PSME1,0.8427
ZBTB24,0.8427
NFATC1,0.8427
NLRP8,0.8427
LRRC2,0.8427
JAM2,0.8427
MYZAP,0.8427
CACNA1A,0.8427
CTDSP1,0.8427
ALDH1B1,0.8427
MTHFD2,0.8427
NLRP8,0.8427
ALDH8A1,0.8427
LOC105375847,0.8427
ALDH16A1,0.8427
PLPPR5,0.8427
TCERG1,0.8427
MAU2,0.8427
TTTY6,0.8427
OPRK1,0.8427
UBLCP1,0.8427
C2orf50,0.8427
LL22NC03-75H12.2,0.8427
DOHH,0.8427
SDPR,0.8427
GIMAP6,0.8427
HIPK1,0.8427
TMEM245,0.8427
UBE2V1,0.8427
PWP2,0.8427
GPHN,0.8427
SPESP1,0.8427
C1orf94,0.8427
SLC26A6,0.8427
STKLD1,0.8427
SIRPD,0.8427
TUBB4A,0.8427
LDHC,0.8427
LLGL2,0.8427
UCHL3,0.8427
IQCK,0.8427
RRBP1,0.8427
WDR82,0.8427
SLC25A26,0.8427
ST6GALNAC3,0.8427
TAAR1,0.8428
EVI2A,0.8428
FGF6,0.8428
CEP63,0.8429
FLI1,0.8429
TMEM246,0.8432
LEPR,0.8436
RNASEL,0.8436
HYAL1,0.8436
TERF2IP,0.8436
PRTG,0.8436
KLF8,0.8436
ITGB7,0.8437
PRPF18,0.8437
ELMOD3,0.8437
IKZF2,0.8437
LOC101928596,0.8437
UGP2,0.8437
GNPTG,0.8440000000000001
LINC01186,0.8440000000000001
SYNCRIP,0.8440000000000001
SLC26A11,0.8440000000000001
GGA3,0.8440000000000001
MEI1,0.8440000000000001
WBP11,0.8440000000000001
ZNF624,0.8440000000000001
GCC1,0.8440000000000001
C9orf85,0.8440000000000001
SCG2,0.8440000000000001
CLPS,0.8440000000000001
IL15,0.8440000000000001
KRTCAP3,0.8440000000000001
DHX29,0.8440000000000001
RNMT,0.8440000000000001
PSG7,0.8440000000000001
ZNF570,0.8440000000000001
TEX264,0.8440000000000001
APOPT1,0.8440000000000001
SBDSP1,0.8440000000000001
ASB15,0.8440000000000001
AKAP17A,0.8440000000000001
QTRT2,0.8440000000000001
CCDC62,0.8440000000000001
FDX1L,0.8440000000000001
MIEF2,0.8440000000000001
WDFY3,0.8440000000000001
TRAF5,0.8440000000000001
NTN4,0.8440000000000001
PCSK7,0.8441
CACNA1F,0.8441
ZGPAT,0.8441
MVB12B,0.8441
MAPK8,0.8441
SARAF,0.8441
ALG14,0.8441
TMEM191B,0.8441
SPRR2F,0.8441
DUS3L,0.8441
HPDL,0.8441
LRRC20,0.8441
CDY1,0.8441
SCN3A,0.8441
ZNF704,0.8441
SMG9,0.8441
SP140L,0.8441
XPNPEP3,0.8441
PSG8,0.8441
HCFC2,0.8441
LOC101927248,0.8443
PABPC3,0.8443
MEF2D,0.8443
CACNG2,0.8443
SOCS5,0.8444
CGB7,0.8445
ATXN3,0.8445
NBPF15,0.8445
STIM2,0.8445
NOS3,0.8445
ZNF497,0.8445
PCDHGA9,0.8445
ULK3,0.8445
ME1,0.8445
SETMAR,0.8445
LRFN5,0.8445
EPN1,0.8445
NXPH2,0.8445
SAPCD1,0.8445
HSPA12B,0.8445
LOC100128651,0.8445
MAGEA8,0.8445
SLC36A3,0.8445
PCDHGA3,0.8445
SLC17A6,0.8445
COL11A1,0.8445
MACC1,0.8445
SLC2A11,0.8445
PLA2G3,0.8445
MXRA7,0.8445
GEMIN8,0.8445
CASP1,0.8445
MFSD6L,0.8445
KRTAP9-4,0.8445
SSR2,0.8445
SNORD35A,0.8445
LARP4,0.8445
GPR162,0.8445
UBE2N,0.8445
NR2E1,0.8445
TRADD,0.8445
CASQ2,0.8445
C1QTNF2,0.8445
SYPL1,0.8445
EYA3,0.8445
GSX1,0.8445
GUCY1B3,0.8445
UQCC1,0.8445
CSHL1,0.8445
PTGES3L-AARSD1,0.8445
GATAD2A,0.8445
HSFY2,0.8445
FUCA2,0.8445
FKBP1A,0.8445
CLRN2,0.8445
SCP2,0.8445
CEPT1,0.8445
FUT8,0.8445
FAM24B,0.8445
AKTIP,0.8445
SLC26A6,0.8445
GRHL3,0.8445
HOXD11,0.8445
FBXO48,0.8445
OR2A20P,0.8445
UVRAG,0.8445
MISP3,0.8445
HIRIP3,0.8445
SBF2,0.8445
LOXL1,0.8445
GRN,0.8445
CSNK1A1,0.8445
LOC100130817,0.8445
LRWD1,0.8445
NDOR1,0.8445
ADPRHL2,0.8445
CCDC54,0.8445
SLC22A5,0.8445
AKAIN1,0.8445
C9,0.8445
TDRD1,0.8445
NKD1,0.8445
SPATA5,0.8445
AARD,0.8445
CPNE7,0.8445
DSCAM,0.8445
G3BP2,0.8445
CBX3,0.8445
RGPD5,0.8445
RANGAP1,0.8445
PLPP5,0.8445
TOM1,0.8445
PPP1CB,0.8445
ADORA1,0.8445
STATH,0.8445
CFH,0.8445
GRIN1,0.8445
RAB28,0.8445
ZNF165,0.8445
CCDC182,0.8445
PGAP2,0.8445
CACHD1,0.8445
IFT80,0.8445
MYOF,0.8445
ATG9A,0.8445
BRAP,0.8445
USHBP1,0.8445
FAM111A,0.8445
DEK,0.8445
NXNL2,0.8445
HOXA13,0.8445
RBM18,0.8445
NTSR1,0.8445
NDFIP2,0.8445
GFM1,0.8445
GIGYF1,0.8445
C11orf70,0.8445
MELTF,0.8445
LAGE3,0.8445
CYP4X1,0.8445
KANK2,0.8445
MAP1LC3C,0.8445
SMS,0.8445
PRKDC,0.8445
FIS1,0.8445
EGFL6,0.8445
NTF4,0.8445
TESK2,0.8445
GCG,0.8445
TSPY26P,0.8445
DBF4B,0.8445
ANGPTL1,0.8445
PALM,0.8445
THOC6,0.8445
CHRM5,0.8445
RBMY2FP,0.8445
MCPH1,0.8445
NFE2L2,0.8445
B3GNT7,0.8445
SMG5,0.8445
ADORA1,0.8445
ISCA1,0.8445
FOXM1,0.8445
LOC100996345,0.8445
FAM109A,0.8445
SPTBN1,0.8445
HIST1H1D,0.8445
LSM1,0.8445
PRPF38A,0.8445
CT45A5,0.8445
HIST1H2BL,0.8445
GABPB2,0.8445
PEG3,0.8445
TTBK2,0.8445
HFE2,0.8445
L3MBTL3,0.8445
IL37,0.8445
LSM8,0.8445
SHISA2,0.8445
RNF213,0.8445
GSTP1,0.8445
PCDHGC3,0.8445
OSBPL9,0.8445
FHL5,0.8445
TYRP1,0.8447
CCT7,0.8447
THBD,0.8448
FXYD3,0.8448
BIN1,0.8448
MIER1,0.8448
GNGT2,0.8448
MBOAT1,0.8449
EPC1,0.8451
PTP4A3,0.8451
S100A4,0.8451
DNAAF5,0.8451
CCDC47,0.8451
DGKZ,0.8451
ATG3,0.8452
MOB3A,0.8452
RBPMS,0.8452
POLR2F,0.8452
KIAA0922,0.8452
MCM8,0.8452
DNAJC25,0.8452
RSPH10B,0.8452
ARHGEF39,0.8452
LOC100506368,0.8452
PCSK1,0.8452
LOC100128993,0.8452
RPL38,0.8452
THAP6,0.8452
OR2M3,0.8452
DNAH10,0.8452
ZDHHC6,0.8452
FGFR1,0.8452
BTG3,0.8452
ABT1,0.8452
NOL9,0.8452
SBK1,0.8452
OVCH2,0.8452
ENOSF1,0.8452
IL17D,0.8452
CDC42,0.8452
DTNB,0.8452
FIGNL2,0.8452
NLRC5,0.8452
MBP,0.8452
MRPL18,0.8452
ZNF436,0.8452
TTF1,0.8452
GPR162,0.8452
SULT1E1,0.8452
WDR1,0.8452
FERMT3,0.8452
SBF2,0.8452
EMC2,0.8452
NRDC,0.8452
RGR,0.8452
CPNE1,0.8452
SPATS2,0.8452
ZNF28,0.8452
RBMY1A1,0.8452
STOM,0.8452
TM4SF18,0.8452
CTRL,0.8452
TMEM39B,0.8452
YARS2,0.8452
TAF13,0.8452
CAPRIN2,0.8452
PROSER1,0.8452
FCRLB,0.8452
AES,0.8452
HDAC5,0.8452
MARVELD3,0.8452
TCEB3,0.8452
DCAF1,0.8452
ZFYVE26,0.8452
CPT1C,0.8452
AOAH,0.8452
BBS9,0.8452
TAF7,0.8452
CLEC4G,0.8452
TDRKH,0.8452
SEH1L,0.8452
CASP6,0.8452
CLPP,0.8452
C17orf58,0.8452
LOC388813,0.8452
CENPE,0.8452
LOC729950,0.8452
PSMB11,0.8452
ITGB5,0.8452
FBP1,0.8452
OPHN1,0.8452
HIST1H1T,0.8452
CAPRIN1,0.8452
SPATA13,0.8452
HIF3A,0.8452
EIF4E2,0.8452
MEG3,0.8452
PREP,0.8452
ANAPC16,0.8452
PSG7,0.8452
LOC101928009,0.8452
EPRS,0.8452
KCNA6,0.8452
CELF2,0.8452
DLGAP1,0.8452
BCAS1,0.8452
VCX2,0.8452
PGLYRP2,0.8452
MORN4,0.8452
PRKCE,0.8452
SERPINA6,0.8452
ILK,0.8452
C19orf48,0.8452
PPM1L,0.8452
NDUFV1,0.8452
WNT16,0.8452
MYO1C,0.8452
ATP11AUN,0.8452
TIMM23,0.8452
ZNF576,0.8452
RPL41,0.8452
OR4Q3,0.8452
POLR2J4,0.8452
ALDH6A1,0.8452
KCNS3,0.8452
MATK,0.8452
WHAMMP2,0.8452
DNAJC30,0.8452
C1S,0.8452
NDUFB4,0.8452
CSK,0.8452
ANGPTL2,0.8452
RASSF4,0.8452
DDB1,0.8452
C21orf33,0.8452
PSME1,0.8452
GPR61,0.8452
PPP2R5E,0.8452
ITGAE,0.8452
RPL23AP7,0.8452
POLR2H,0.8452
PTPRJ,0.8452
RPS6KB2,0.8452
NPTN,0.8453
PCDH12,0.8455
NCAN,0.8455
MFAP1,0.8455
ACOT7,0.8455
ZNF121,0.8455
LILRA5,0.8456
IL22,0.8456
CASP1,0.8458
CGRRF1,0.8458
FAM209A,0.8458
BICD2,0.8458
NDUFB3,0.8458
SLAMF1,0.8458
DHX16,0.8458
EPHA6,0.8458
TMEM54,0.8458
NFE2L3,0.8458
FAM208B,0.8458
GPR84,0.8458
RNF6,0.8458
RIF1,0.8458
BZW1,0.8458
CLIC4,0.8458
OPN1MW,0.8458
TPTE2,0.8458
TNS3,0.8458
MRPL44,0.8458
ARID1B,0.8458
TMEM120B,0.8458
CYMP,0.8458
BIRC3,0.8458
ACYP1,0.8458
NR1I2,0.8458
NEFH,0.8458
FLT4,0.8458
XKR7,0.8458
TOP1,0.8458
SMDT1,0.8458
HMGN4,0.8458
PTX4,0.8458
BDH1,0.8458
PPP1R14B,0.8459
KTN1,0.8459
TAPBP,0.846
LLGL2,0.846
IGHMBP2,0.846
UBE2Z,0.846
GPAT4,0.846
ADRA1A,0.846
USF3,0.846
LRRN3,0.846
TBL1XR1,0.846
NELFCD,0.846
KLHL10,0.846
ZCCHC7,0.846
XYLT1,0.846
UGT1A6,0.846
CEACAM1,0.846
SOX6,0.846
PRDM16,0.846
C10orf91,0.8462
TIAM1,0.8462
GPBP1,0.8463
BCL2L11,0.8463
LTBP3,0.8464
CACNG3,0.8464
SCFD1,0.8464
TNK2,0.8464
LBX2,0.8464
ENTPD3,0.8464
BMF,0.8464
ZNRD1,0.8464
ZNF337,0.8464
CDIPT,0.8464
SPO11,0.8464
CHKA,0.8464
C11orf95,0.8465
DNAAF3,0.8465
TMEM196,0.8465
LZTS1,0.8465
MCF2L2,0.8465
KCNS1,0.8465
SNRPD1,0.8465
COL4A6,0.8465
RP1,0.8466
CTNS,0.8466
DDX52,0.8466
ADGRA3,0.8466
VNN3,0.8466
CTDSPL2,0.8466
DPP8,0.8466
ZGPAT,0.8466
TMPRSS15,0.8466
RBFA,0.8466
TTPAL,0.8466
PLAC8,0.8466
OR6Q1,0.8466
GMCL1,0.8466
FBXO24,0.8467
LOC400997,0.8467
LYNX1,0.8467
QDPR,0.8467
LINC00652,0.8467
TCN1,0.8467
CPSF1,0.8467
AMPD3,0.8467
UTS2,0.8467
USP44,0.8467
UBE2NL,0.8467
PNPLA1,0.8467
TAOK2,0.8467
NIPSNAP3B,0.8467
PITPNB,0.8467
CNKSR1,0.8467
CARMIL2,0.8467
DHX37,0.8467
HCFC1R1,0.8467
CBX1,0.8467
RFX2,0.8467
OR4K5,0.8467
GUCA2B,0.8467
RTN1,0.8467
MBD5,0.8467
PPP1R12B,0.8467
LMF1,0.8467
PPFIA3,0.8467
WBP11P1,0.8467
DCTN3,0.8467
LENG9,0.8467
PCDH7,0.8467
WDR55,0.8467
FGF3,0.8467
PDIA5,0.8467
MYH6,0.8467
WWOX,0.8467
TMEM257,0.8467
SOGA1,0.8467
DKK2,0.8467
OR9G4,0.8467
LYPD6,0.8467
CSMD1,0.8467
ALDH2,0.8467
IRX1,0.8467
OTOGL,0.8467
WNT6,0.8467
SNX16,0.8467
DFNB59,0.8467
DMD,0.8467
MUSK,0.8467
DPP6,0.8467
NDUFV3,0.8467
OR6V1,0.8467
C21orf2,0.8467
AK2,0.8467
SEC23A,0.8467
ANGPTL6,0.8471
PHF7,0.8472
ZDHHC19,0.8473
DNMT1,0.8474
ABTB1,0.8474
PACRG,0.8474
SOGA1,0.8474
PKDREJ,0.8477
POU4F1,0.8477
FAM134C,0.8477
JMJD1C,0.8477
MRPL45,0.8477
PDE11A,0.8477
ACTL8,0.8477
ATP2B4,0.8477
LYRM9,0.8477
SOCS5,0.8477
PRPF40A,0.8477
TMED1,0.8477
ZWILCH,0.8477
PCDH20,0.8477
S100A10,0.8477
GTPBP10,0.8478
SKA3,0.8481
MFAP3,0.8481
LINC01598,0.8482
RAB42,0.8482
PARP6,0.8482
FBXO24,0.8482
RPL22L1,0.8482
CMTM7,0.8483
TMEM189-UBE2V1,0.8483
ATG4B,0.8483
NRIP3,0.8483
COL18A1,0.8483
NIPAL4,0.8483
DACH2,0.8483
GUK1,0.8483
BAGE4,0.8483
FUOM,0.8483
VENTXP7,0.8483
DAOA,0.8483
KBTBD7,0.8483
ERBB2,0.8483
WIPF1,0.8483
PAXIP1,0.8483
COL5A3,0.8483
OSBPL1A,0.8483
TTC5,0.8483
TBC1D3F,0.8483
LDHAL6A,0.8483
FCRL3,0.8483
PRND,0.8483
ANKRD17,0.8484
CCT5,0.8484
GTPBP8,0.8484
ZNF16,0.8484
SLC9A5,0.8484
SLC10A7,0.8484
BHLHE23,0.8484
DUSP13,0.8484
C19orf25,0.8484
SPDYE1,0.8484
EEF1B2,0.8484
RPS10P7,0.8484
ZDHHC7,0.8484
TRAIP,0.8485
CTNNBL1,0.8488
USP32,0.8488
P2RY1,0.8488
KLHL38,0.8488
PBX4,0.8488
METTL9,0.8488
GPBP1,0.8488
NAPEPLD,0.8488
GPSM1,0.8488
MARCH8,0.8488
C1QB,0.8489
OR3A3,0.8489
LOC105369819,0.8491
PCDHGA2,0.8492
CSN2,0.8492
NCOR2,0.8492
PLXNA4,0.8493
ADPRHL1,0.8493
CFAP161,0.8493
DCLK1,0.8493
LZTR1,0.8493
GLIS3,0.8493
PDF,0.8493
SLCO2B1,0.8493
ZNF146,0.8493
ACACB,0.8493
DPP10,0.8493
PTPN7,0.8493
FGL2,0.8493
BCL7B,0.8493
RCN2,0.8493
GNB1L,0.8493
ETV4,0.8493
TMEM108-AS1,0.8493
KEAP1,0.8493
ACSL3,0.8493
HAS3,0.8493
LOC101927358,0.8493
SLC22A12,0.8493
RMDN3,0.8493
PLEKHO2,0.8493
CAPN11,0.8493
LLGL1,0.8493
LY6H,0.8493
GUSBP2,0.8493
ZNF208,0.8493
THEG,0.8493
ZNF268,0.8493
CHRDL1,0.8493
RNF145,0.8493
ARHGAP30,0.8493
EPM2AIP1,0.8494
SRSF8,0.8494
GSPT1,0.8494
UBTF,0.8494
BEX2,0.8494
HNRNPK,0.8494
PEX2,0.8496
TPP2,0.8496
FYN,0.8496
ZNF454,0.8496
IDO2,0.8496
FBXO39,0.8496
TBP,0.8496
MDN1,0.8496
KDELR1,0.8496
HLCS,0.8497
MYBPC1,0.8497
IKBKAP,0.8497
CHST5,0.8497
RAB40B,0.8497
NDUFAF5,0.8497
CHST9,0.8497
MRPL32,0.8497
PCMT1,0.8498
DNAJB11,0.8501
CCDC110,0.8501
KRTAP20-2,0.8502
GAGE4,0.8502
NOP2,0.8502
LPIN1,0.8502
KERA,0.8502
SP110,0.8502
SGO2,0.8502
TMEM64,0.8502
UBE2Z,0.8502
TNFSF11,0.8502
SEPT2,0.8502
ZFY,0.8502
ELMSAN1,0.8502
C2orf61,0.8502
ZNF587,0.8502
ATP5G1,0.8502
GNRH2,0.8502
BCAR3,0.8502
SZRD1,0.8502
ITGB3,0.8502
SEC31B,0.8502
HLA-DOB,0.8502
LOC100130992,0.8502
REEP5,0.8502
FMO5,0.8502
ZDHHC18,0.8502
FAM65C,0.8502
TNFSF18,0.8502
MRPL47,0.8502
ABLIM2,0.8502
SLC11A1,0.8502
MMRN2,0.8502
KRTAP10-3,0.8502
TRA2B,0.8502
KRTAP5-4,0.8502
RBMY1B,0.8502
SHE,0.8502
C8orf22,0.8502
REXO2,0.8502
HTN3,0.8502
C16orf92,0.8504
SNAPC1,0.8504
DISC1,0.8504
SNTA1,0.8504
SLC25A18,0.8504
ZFAND6,0.8504
LEMD3,0.8504
MTIF3,0.8504
AIPL1,0.8504
LMBRD2,0.8504
ZG16,0.8504
GANAB,0.8504
FBLN2,0.8506
PTPRO,0.8506
PQLC1,0.8506
CXCL9,0.8506
SHPRH,0.8506
GBP6,0.8506
ADD3,0.8506
HS1BP3,0.8506
WDR38,0.8506
LOC101928047,0.8507
STARD3NL,0.8507
UBAP2L,0.8507
TUBAL3,0.8509
POLR2I,0.8509
MICALCL,0.8509
ARHGEF10L,0.8509
DSP,0.8509
RET,0.8509
SLC38A2,0.8509
MED27,0.8509
FECH,0.8509
PPP1R2,0.8509
OPN1SW,0.8509
SH3GLB2,0.8509
ERO1A,0.8509
XBP1,0.8509
NAIP,0.8509
EIF4G1,0.8509
NPRL3,0.8509
C22orf15,0.8509
IFT52,0.8509
DHX40,0.8509
RALGDS,0.8509
HIST1H4E,0.8509
TOX3,0.8509
RTCA,0.8509
ATF2,0.8509
GPS1,0.8509
BRIP1,0.8509
MLC1,0.8509
ERBIN,0.8509
HAND2,0.8509
LYPLAL1,0.851
CKMT1B,0.8512
MOB3B,0.8512
SULF1,0.8512
POLR3F,0.8512
METTL17,0.8515
LOC105372489,0.8515
EXO1,0.8515
FAHD2A,0.8515
TMC5,0.8515
MEIS2,0.8515
CALCOCO1,0.8515
FOLR1,0.8515
REEP1,0.8515
WAC,0.8515
RNF14,0.8515
AK2,0.8515
KBTBD3,0.8515
BHLHB9,0.8515
PTPN13,0.8515
OGFOD3,0.8515
TECTB,0.8515
MRPS21,0.8515
IL1RAP,0.8515
FAM159A,0.8515
FHOD1,0.8515
INIP,0.8515
STAT2,0.8515
TMC7,0.8515
CYP20A1,0.8515
PTPDC1,0.8515
STX2,0.8515
CD3E,0.8515
KLHL20,0.8515
SLCO1A2,0.8515
SLC2A5,0.8515
DNAJC7,0.8515
PERP,0.8515
DUSP15,0.8515
CCBE1,0.8515
ADD3,0.8515
DNPH1,0.8515
COCH,0.8515
DAG1,0.8515
PFKL,0.8515
L1TD1,0.8515
OR5I1,0.8515
SLC17A2,0.8515
SHOX,0.8515
SDAD1,0.8515
MDK,0.8515
TIRAP,0.8515
PPP1R10,0.8515
RFX3,0.8515
APOBEC3G,0.8515
GTF2I,0.8515
NACA,0.8515
PCBP4,0.8515
C1orf61,0.8515
HDGFL1,0.8515
VPS36,0.8515
FGF7,0.8515
CDKL2,0.8515
C19orf24,0.8515
APOL2,0.8515
BSN,0.8515
LOC100507657,0.8515
VGLL1,0.8515
GLP1R,0.8515
SF3B6,0.8515
VPS33A,0.8515
TARP,0.8515
HBM,0.8515
ERGIC3,0.8515
ZYX,0.8515
ANXA7,0.8515
PDGFA,0.8515
SLC6A10P,0.8515
ACSM1,0.8515
FFAR2,0.8516
NUP153,0.8516
GTPBP8,0.8516
SEC23B,0.8516
CD19,0.8516
OR7E24,0.8516
LOC284080,0.8517
ANGPTL8,0.852
MUC1,0.8521
KCNJ4,0.8521
TBC1D25,0.8521
ZNF223,0.8521
PROP1,0.8521
CD40,0.8521
LDHD,0.8521
THRA,0.8521
APITD1,0.8521
LAD1,0.8522
ZNF2,0.8522
SPIC,0.8522
DGKD,0.8522
FXYD2,0.8522
ATP2B4,0.8522
B3GALT1,0.8522
ANKRD2,0.8522
UCN2,0.8522
ITGA6,0.8522
OPN5,0.8524
TMC6,0.8524
FILIP1L,0.8524
TMEM67,0.8524
RFX4,0.8524
SPIDR,0.8524
NLRP4,0.8524
CYTIP,0.8524
GMPR2,0.8524
UQCC1,0.8524
COL28A1,0.8524
CEP44,0.8524
STYXL1,0.8524
TMSB15B,0.8524
CNIH1,0.8524
ZNF266,0.8524
HELQ,0.8524
ARHGAP39,0.8524
SMOX,0.8524
CACNA2D1,0.8524
ABCC6,0.8524
TMEM33,0.8524
LYPD5,0.8524
NXF4,0.8524
FAM210B,0.8524
UBOX5,0.8524
APLF,0.8524
ADD2,0.8524
AGTRAP,0.8524
AHCTF1,0.8524
PARP1,0.8524
RELN,0.8524
TGS1,0.8524
BEND2,0.8524
CMC1,0.8524
PPP2R5A,0.8524
C6orf25,0.8524
TMEM136,0.8524
NSA2,0.8524
VDAC2,0.8524
GATC,0.8524
OPRM1,0.8524
ACSL6,0.8524
INTS12,0.8524
OBSCN,0.8524
LINC00472,0.8524
PMFBP1,0.8524
SREBF1,0.8524
CDX1,0.8524
MAPK11,0.8524
CHRM2,0.8524
SPOCK1,0.8524
ADH6,0.8524
LINGO1,0.8524
LINC01213,0.8524
U2AF2,0.8524
LINC00854,0.8524
IGSF9,0.8524
FKBP9,0.8524
PDE4B,0.8524
SELPLG,0.8524
PYDC1,0.8524
RHOF,0.8524
ACAD8,0.8524
THUMPD1,0.8524
ADCY4,0.8524
SDCBP,0.8524
SPCS2,0.8524
MXI1,0.8524
FES,0.8524
SPTBN5,0.8524
RAB41,0.8524
VPS28,0.8524
RPGRIP1L,0.8524
EIF4E1B,0.8524
BOLA3,0.8524
FSD1,0.8524
MAN1A2,0.8524
GNL3,0.8524
TOR2A,0.8524
WBP11P1,0.8524
CT55,0.8524
CYB561A3,0.8524
SAC3D1,0.8524
FGGY,0.8524
IL9,0.8524
GSTT2,0.8524
KCNQ5,0.8524
USP29,0.8524
RNF225,0.8528
MYO5C,0.8528
PHAX,0.8528
B2M,0.8528
DLG3,0.8528
MPZ,0.8528
NSL1,0.8528
STMN1,0.8528
SCAMP3,0.8528
ATP5F1,0.8528
STX1A,0.8528
RBM4,0.8528
SLC5A4,0.8528
SOX5,0.853
FPR2,0.853
MGAT1,0.8531
LOC101928955,0.8531
PRR5-ARHGAP8,0.8531
SAP18,0.8532
LOC101929457,0.8532
OSBPL3,0.8532
ARHGAP45,0.8532
ENTPD5,0.8533
ASTN2,0.8533
PPM1D,0.8533
LOC151174,0.8533
XAGE1E,0.8533
PCP2,0.8535
TBX22,0.8536
H19,0.8536
SHOC2,0.8536
PCDHGA7,0.8536
NCOR1,0.8536
CABP2,0.8536
C19orf45,0.8536
TPD52L1,0.8536
ENTPD8,0.8536
PTAFR,0.8536
TOR3A,0.8536
GPR151,0.8536
LGALS8,0.8536
SEPN1,0.8536
EPM2A,0.8536
AKT1,0.8536
HIPK2,0.8536
FBXO5,0.8536
KRIT1,0.8536
DTWD1,0.8536
ARSG,0.8536
RPL26L1,0.8536
TRAT1,0.8536
FAM131B,0.8536
TSPAN11,0.8536
DNAJC8,0.8536
DOCK1,0.8536
HIST1H3C,0.8536
ZIC2,0.8536
ABLIM1,0.8536
ANKRD42,0.8536
OGFOD1,0.8536
ATP2C1,0.8536
