Gene Symbol	Gene ID	
DPP8	54878	
DUS2	54920	
TNPO1	3842	
RESP18	389075	
RPL36A	6173	
KRT36	8689	
ZG16B	124220	
ADGRL3	23284	
NSMCE4A	54780	
C1orf43	25912	
MCTP1	79772	
PRPS1L1	221823	
MED6	10001	
BBS7	55212	
LOC101929882	101929882	
CYP2A7	1549	
BCL2L10	10017	
PHF8	23133	
TCAP	8557	
LOC105377443	-	
POU5F2	134187	
XIRP2	129446	
DNAH3	55567	
CDR2	1039	
IRF1	3659	
CABYR	26256	
BCL2L12	83596	
SYT15	83849	
ARHGEF1	9138	
ZNF589	51385	
UFSP1	402682	
NMD3	51068	
CNTN4	152330	
SPAG9	9043	
GSTM1	2944	
NLRP7	199713	
RAB5C	5878	
PIFO	128344	
NMBR	4829	
GOLGA6A	342096	
UHRF1BP1L	23074	
OR5D16	390144	
LOC81691	81691	
SH3BGR	6450	
LRRK2	120892	
C14orf177	283598	
CAMLG	819	
MAFF	23764	
MSANTD2	79684	
ZNF367	195828	
RPTOR	57521	
RNASE13	440163	
CCT6A	908	
SPACA9	11092	
PRAMEF5	343068	
COA5	493753	
IKBKG	8517	
ARL4A	10124	
LOC101927690	101927690	
AKIRIN1	79647	
UQCRQ	27089	
GSTM2	2946	
VWF	7450	
ATP10A	57194	
DEPDC7	91614	
UTP20	27340	
LINC00371	-	
C2orf27A	29798	
GEMIN7	79760	
APP	351	
SHC1	6464	
OR12D3	81797	
MEIS3P1	4213	
CSNK1G1	53944	
SLC29A4	222962	
BHMT	635	
SLCO6A1	133482	
STX16	8675	
KCNJ15	3772	
MMP14	4323	
OR2T1	26696	
LOC105369920	-	
GPR78	27201	
OXT	5020	
OR2F2	135948	
PARVA	55742	
POMK	84197	
BTBD1	53339	
HSP90AA1	3320	
ZNF189	7743	
PPIE	10450	
NASP	4678	
TWF1	5756	
TVP23B	51030	
UGT1A3	54659	
JAZF1-AS1	100128081	
ACOT7	11332	
MAML1	9794	
AQP1	358	
MRI1	84245	
TTYH2	94015	
CTBP1	1487	
ATP8A1	10396	
FAF1	11124	
ZNF57	126295	
EXOC3L1	283849	
LCE1A	353131	
UTP20	27340	
HSD17B10	3028	
SLC28A1	9154	
CLDN22	53842	
GHSR	2693	
ARRDC5	645432	
UBE2S	27338	
IFNL2	282616	
TESMIN	9633	
CD163	9332	
SNRPN	6638	
DPF3	8110	
GUCD1	83606	
ZNF483	158399	
HOXB9	3219	
ZNF75D	7626	
CDYL	9425	
IL36B	27177	
EOGT	285203	
ATF6B	1388	
EVA1B	55194	
DENND4C	55667	
PRKD2	25865	
SERPINA9	327657	
TBC1D17	79735	
BNC1	646	
UGT8	7368	
OR8J3	81168	
OARD1	221443	
TSPY4	728395	
PLA2G4A	5321	
PHACTR4	65979	
TSPYL4	23270	
GAPT	202309	
JADE2	23338	
OR2J2	26707	
COL9A3	1299	
SRGAP3	9901	
NXNL1	115861	
VHL	7428	
ZBTB18	10472	
PARP10	84875	
PCDHGB3	56102	
SCML4	256380	
THSD7A	221981	
LOC105375172	105375172	
ZNF713	349075	
TBC1D2B	23102	
CEPT1	10390	
HOOK3	84376	
ZCCHC13	389874	
HELZ2	85441	
ARHGEF28	64283	
SNX29P2	440352	
LRRC14B	389257	
UBE2E3	10477	
PTPRN	5798	
OR5P3	120066	
CHPF2	54480	
BCAS1	8537	
FANCA	2175	
PAPPA2	60676	
TFAP2A	7020	
SUGP2	10147	
ZWINT	11130	
CNKSR2	22866	
PROS1	5627	
ACSL6	23305	
ASB6	140459	
OR51G1	79324	
SENP2	59343	
MPZL2	10205	
TRIM49	57093	
ARHGAP27	201176	
PPP1R1C	151242	
ARFGEF2	10564	
C1D	10438	
ZC3HAV1L	92092	
CARTPT	9607	
WHAMMP3	339005	
OLA1	29789	
SAE1	10055	
FANCB	2187	
MMACHC	25974	
CDKN2B	1030	
METTL8	79828	
DNAJB14	79982	
LCE2D	353141	
NPTX2	4885	
ACBD3	64746	
CBX3	11335	
PLEKHA8	84725	
PCK1	5105	
FAM84B	-	
C12orf66	144577	
TRAM2	9697	
ARHGAP11A	9824	
KCNA3	3738	
MAPK14	1432	
PKP4	8502	
HSD17B11	51170	
PCSK2	5126	
CCDC105	126402	
GFRA1	2674	
APOL2	23780	
KCNJ1	3758	
RAB36	9609	
CLCA1	1179	
LGALS16	148003	
RAB33B	83452	
TMIGD1	388364	
GALP	85569	
IFNA13	3447	
PLBD2	196463	
PADI6	353238	
LINC00454	100874178	
TCTN2	79867	
ALOX15B	247	
SHMT2	6472	
BTN2A2	10385	
MOGAT2	80168	
RNASE12	493901	
TAPBP	6892	
CFAP36	112942	
LOC100128239	-	
RPS6KL1	83694	
EIF3IP1	442720	
GPR6	2830	
BZW1	9689	
PAX9	5083	
ZNF830	91603	
TRUB2	26995	
FAM25A	643161	
AIMP2	7965	
P2RY6	5031	
ESD	2098	
FAM127C	-	
ADAM15	8751	
CERKL	375298	
RHOT1	55288	
RBFOX2	23543	
DMTF1	9988	
SMIM8	57150	
FAM53A	152877	
INA	9118	
OR51V1	283111	
PSORS1C2	170680	
BRINP1	1620	
CCL4	6351	
SCNM1	79005	
NOC4L	79050	
SERINC4	619189	
TRIM49B	283116	
FAM19A5	-	
ZNF596	169270	
ANXA5	308	
ADRB1	153	
ADAMTS7	11173	
LOC646778	-	
BZW2	28969	
CDYL2	124359	
ZNF33B	7582	
PTS	5805	
MLEC	9761	
ZUFSP	221302	
GLYATL1	92292	
SLC45A2	51151	
AP3M1	26985	
MRAP	56246	
DSC2	1824	
WDR33	55339	
CACTIN	58509	
CCT4	10575	
UBA5	79876	
TAPT1	202018	
AURKC	6795	
ELP5	23587	
C20orf24	-	
STAT3	6774	
GIGYF2	26058	
NEK2	4751	
SLC9B1	150159	
FARP2	9855	
F8	2157	
RIN3	79890	
CHRM3	1131	
MTSS1	9788	
ASS1	445	
ARHGEF3-AS1	100874200	
BICD2	23299	
SYT15	83849	
SHD	56961	
NELFE	7936	
ZSWIM4	65249	
KLHL12	59349	
PTGDR	5729	
MRPS24	64951	
IGSF11	152404	
CLCF1	23529	
H2AFY2	55506	
OR6C75	390323	
C6orf10	-	
ZNF575	284346	
CDCA2	157313	
PKNOX2	63876	
MIR3681HG	100506457	
FH	2271	
GRM7-AS3	101927347	
LINC01256	104355285	
CTNNB1	1499	
CDKN1A	1026	
PPM1M	132160	
LCE1E	353135	
FAM21C	-	
TAGLN3	29114	
C15orf48	84419	
C10orf11	-	
TONSL	4796	
ZFYVE9	9372	
LOC646471	646471	
GIT1	28964	
TAGAP	117289	
TM9SF1	10548	
KIAA0754	643314	
SEPN1	-	
SCMH1	22955	
ABI3BP	25890	
TMEM252	169693	
ZCCHC8	55596	
PDC	5132	
ERVW-1	30816	
DEPDC1	55635	
LMOD2	442721	
ETV1	2115	
PRR5	55615	
RAD21	5885	
TCOF1	6949	
ALB	213	
XRCC2	7516	
MAGEA2	4101	
CPZ	8532	
OSTN	344901	
EMC6	83460	
ZNF136	7695	
GOLIM4	27333	
DUSP11	8446	
ANKRD11	29123	
RAP1GDS1	5910	
C10orf62	414157	
TMEM176A	55365	
CD247	919	
TTTY9A	83864	
PHF11	51131	
BTN3A1	11119	
SRRM1	10250	
KLHL11	55175	
FCAMR	83953	
DENND1B	163486	
IL17A	3605	
LINC00354	101928616	
ESPL1	9700	
OR52L1	338751	
EIF3M	10480	
MAZ	4150	
GSTA3	2940	
NKAPL	222698	
LOC284788	284788	
KCNQ4	9132	
DCUN1D4	23142	
PPP4R3CP	-	
HDLBP	3069	
HYOU1	10525	
OR4A5	81318	
MBIP	51562	
FAM153A	285596	
PAX5	5079	
SNX20	124460	
ATP5A1	-	
GABRB3	2562	
NCK1	4690	
PCDHGA5	56110	
RAB2A	5862	
GOLGA6L1	283767	
FGF9	2254	
SLC16A5	9121	
DKFZP586I1420	222161	
NUP88	4927	
APOPT1	-	
RNF135	84282	
CNBP	7555	
ATP2B3	492	
NKTR	4820	
TUBGCP2	10844	
CHPT1	56994	
POLR2D	5433	
LRIT2	340745	
NEK9	91754	
VSTM2A	222008	
C6orf48	50854	
ZBTB3	79842	
KIAA0825	285600	
CEP170P1	645455	
ABCB9	23457	
MMD2	221938; 100505381	
UBE2L6	9246	
HIF3A	64344	
ING1	3621	
TGM7	116179	
LOC101928453	101928453	
KCNMB1	3779	
ARSK	153642	
TRAF6	7189	
TMCO5A	145942	
ZNF431	170959	
HMG20B	10362	
PABPC1L2B	645974	
MAN1A1	4121	
SSPN	8082	
HYMAI	57061	
TSEN15	116461	
PBK	55872	
NDRG3	57446	
RPS26P11	441502	
TPD52	7163	
CBY1	25776	
AGGF1	55109	
RNF222	643904	
GMFG	9535	
KCNK1	3775	
TCTN3	26123	
LYSMD1	388695	
TRIM34	53840	
ZFAND6	54469	
OR1L4	254973	
PRKAG2	51422	
ASB7	140460	
NFIC	4782	
YPEL1	29799	
STAT3	6774	
FNIP2	57600	
TMEM50B	757	
SLC22A11	55867	
OPRL1	4987	
VSX1	30813	
BTD	686	
HRH2	3274	
TRPC3	7222	
ACTRT2	140625	
OR2T5	401993	
LMCD1	29995	
C10orf12	84458	
TOM1L2	146691	
ALDOA	226	
HRH4	59340	
TLK2	11011	
MTMR10	54893	
AVPR1B	553	
TM9SF1	10548	
MATK	4145	
MIMT1	100073347	
ARL9	132946	
KRTAP3-1	83896	
OVCA2	124641	
GUCY2F	2986	
CT47A11	255313	
HAUS4	54930	
TGM4	7047	
SOS2	6655	
DUX1	26584	
CACNA1G	8913	
MTFMT	123263	
GPR173	54328	
KIAA0408	9729	
MAFB	9935	
METTL6	131965	
KIAA1841	84542	
WDR72	256764	
FAM98B	283742	
RAD52	5893	
DEFB118	117285	
SLC25A4	291	
SNU13	4809	
ZNF775	285971	
FGFRL1	53834	
ATOH8	84913	
SCYL3	57147	
GSTA3	2940	
RFNG	5986	
SNORD56	26793	
FCN2	2220	
ZNF561	93134	
LOC100506675	100506675	
NME7	29922	
ZNF580	51157	
NAXE	128240	
CA8	767	
BRD7P3	23629	
GRM3	2913	
CD27	939	
FAM117A	81558	
ZNF571	51276	
RAP1GDS1	5910	
NDUFAB1	4706	
MYBPC3	4607	
PPP1R3A	5506	
C1orf189	388701	
SPRED3	399473	
HLF	3131	
NDUFS3	4722	
ZNF596	169270	
RORC	6097	
PFKM	5213	
ABCG1	9619	
RBM11	54033	
MLIP	90523	
PFDN4	5203	
LOC153684	153684	
TMEM199	147007	
ZNF385A	25946	
DPH5	51611	
PLXDC2	84898	
ST3GAL6	10402	
C21orf91	54149	
LINC00229	414351	
FANCI	55215	
NOP2	4839	
H1FX	-	
SNHG4	724102	
OR8J1	219477	
PCDH9	5101	
UBE2J2	118424	
KCNAB1	7881	
SNORD38A	94162	
MARCH6	-	
CDC42EP5	148170	
INF2	64423	
ITGB1BP2	26548	
TET2	54790	
ZNF706	51123	
TCEA3	6920	
GALNT11	63917	
CXorf38	159013	
DUSP13	51207	
IKBKB	3551	
DENND2C	163259	
XGY2	100132596	
CEP72	55722	
BCL11A	53335	
ST3GAL1	6482	
PHF6	84295	
CMPK2	129607	
TAC4	255061	
PPP1R32	220004	
SRP19	6728	
KIR2DL4	3805	
OTUD3	23252	
MS4A6A	64231	
NFKBIA	4792	
MIR503HG	84848	
DEFB103A	414325	
H3F3A	-	
SLC16A5	9121	
C5AR2	27202	
SLC9B2	133308	
PRKCB	5579	
HTR3C	170572	
GOT1L1	137362	
RP9	6100	
PCDHGB4	8641	
TSC1	7248	
FAM57A	-	
CCDC28B	79140	
DEFA1B	728358	
KRTAP5-8	57830	
ZDHHC22	283576	
PHKB	5257	
OPA3	80207	
COA3	28958	
HNRNPA1	3178	
DPH3	285381	
FBXO24	26261	
SLC26A1	10861	
FBXW7	55294	
CDK5RAP1	51654	
NBEAL1	65065	
TRIM24	8805	
AP1G2	8906	
TTC39A-AS1	102724097	
TMED2	10959	
SF3B1	23451	
PPP1R1C	151242	
GSKIP	51527	
TOMM7	54543	
LGALSL	29094	
PARD6G	84552	
AP2B1	163	
TMPRSS11A	339967	
RPS29	6235	
LOC100130992	100130992	
FEZ1	9638	
TAGLN3	29114	
GOLGA6L1	283767	
LOC101929897	-	
PIP	5304	
ERP44	23071	
KIF1BP	26128	
MGAT4C	25834	
MOCS1	4337	
CD300E	342510	
IMMP2L	83943	
LYRM7	90624	
PPP1R8	5511	
CDC37	11140	
RASA1	5921	
LLGL2	3993	
ANKRD53	79998	
TM9SF1	10548	
SPINK7	84651	
OR8B4	283162	
OR5L1	219437	
LSG1	55341	
LOC100128059	100128059	
BZW1	9689	
RBMY1J	378951	
BBS2	583	
SI	6476	
POLR3G	10622	
CCDC126	90693	
GADD45G	10912	
GIMAP8	155038	
CATSPERG	57828	
SH3BP5	9467	
CPT1B	1375	
LINC00111	54090	
REEP4	80346	
DDO	8528	
KHK	3795	
TTR	7276	
ARHGEF25	115557	
HS6ST2	90161	
CRY1	1407	
DLK2	65989	
TLR3	7098	
CFC1B	653275	
RPLP0P2	113157	
NPEPPS	9520	
KIF14	9928	
NHS	4810	
HTR3A	3359	
PPP1R3F	89801	
MRPL22	29093	
SNURF	8926	
EYA3	2140	
NUSAP1	51203	
PRAME	23532	
NUPL2	11097	
ELMSAN1	-	
MUC12	10071	
EIF6	3692	
TRMT10B	158234	
ZFHX2	85446	
TRIM40	135644	
ADRA1B	147	
PTPDC1	138639	
RHOV	171177	
PAICS	10606	
VCX2	51480	
ARPP21	10777	
FAM168A	23201	
TSPY26P	128854	
DISC2	27184	
PSORS1C1	170679	
PRKACB	5567	
DLC1	10395	
ANKRD13D	338692	
LINC00520	645687	
SEC11C	90701	
NDUFB6	4712	
LOC104613533	104613533	
TET1	80312	
PRDM10	56980	
LPA	4018	
NPY4R	5540	
SMIM8	57150	
TGFBR2	7048	
GOLGA6C	653641	
PTBP2	58155	
CA10	56934	
HTN3	3347	
BAGE	574	
MAMDC4	158056	
HYKK	123688	
ZNF823	55552	
ZDHHC8	29801	
CPLX3	594855	
MAFF	23764	
SCN2B	6327	
SRP68	6730	
EML1	2009	
PTCH1	5727	
SPATA31A1	647060	
SLC6A10P	386757	
PRKDC	5591	
E2F3	1871	
GOLGA7	51125	
LINC00457	100874179	
BPGM	669	
NTAN1	123803	
SLCO1B1	10599	
LOC105378397	-	
TMUB2	79089	
UTP23	84294	
PRKDC	5591	
CT47A1	728096	
SLC2A11	66035	
SLC27A3	11000	
GBX2	2637	
NAA11	84779	
H2AFJ	55766	
MARVELD2	153562	
EPHB2	2048	
SF3B1	23451	
TSEN34	79042	
HDAC8	55869	
AMY2B	280	
PAG1	55824	
PCDHGA10	56106	
RRN3P1	730092	
KRT14	3861	
ZAN	7455	
KRT33B	3884	
CFH	3075	
PACSIN3	29763	
SNORD22	9304	
KLRG1	10219	
TRNAU1AP	54952	
KIAA0319	9856	
ASMTL	8623	
RNF152	220441	
ATP2B2	491	
PDPK1	5170	
KCTD16	57528	
BCL2A1	597	
SRP9	6726	
PDIA3P1	171423	
DYRK1A	1859	
DMD	1756	
ARMCX6	54470	
LMNTD2	256329	
HLA-DRB4	3126	
SLC2A10	81031	
SIGLEC16	400709	
ZNF670	93474	
LPAR4	2846	
MAPK11	5600	
DEC1	-	
A4GNT	51146	
CCDC170	80129	
PRMT6	55170	
FAM177A1	283635	
SDCCAG8	10806	
UNC45A	55898	
LOC729451	729451	
CCDC68	80323	
ZNF805	390980	
INCENP	3619	
PALM2	445815	
FCHSD1	89848	
CYP17A1	1586	
MARCH2	-	
FBXW12	285231	
PORCN	64840	
CLDN20	49861	
HNRNPH1	3187	
ICAM4	3386	
ZNF525	170958	
MMAB	326625	
UBE2D3	7323	
SIRPG	55423	
PRDM15	63977	
RGS3	5998	
SH3BGRL	6451	
PARN	5073	
PLEKHB2	55041	
LINC01422	101929539	
NAV3	89795	
STK33	65975	
PREPL	9581	
CES2	8824	
CNIH2	254263	
P2RX3	5024	
KCTD2	23510	
AARS	-	
CCR9	10803	
PAG1	55824	
CDY1B	253175	
PGA3	643834	
PABPN1L	390748	
TRAPPC13	80006	
THAP3	90326	
SIT1	27240	
PABPC1L2B	645974	
ZBTB4	57659	
GRK5	2869	
RASAL2	9462	
DCST1	149095	
DDX19B	11269	
MPG	4350	
RNF128	79589	
SLC22A1	6580	
CCDC184	387856	
RHNO1	83695	
FCGR2A	2212	
GSK3B	2932	
EPN2	22905	
ST8SIA6	338596	
LOC101927505	-	
ERBB2	2064	
HYKK	123688	
ATF4	468	
RHOT1	55288	
AMER3	205147	
GBA2	57704	
OR8U1	219417	
TRIB3	57761	
CDK2	1017	
TRPM3	80036	
KRTAP27-1	643812	
EPHA3	2042	
AMER2	219287	
NUF2	83540	
TUBG1	7283	
IRX4	50805	
GNS	2799	
RHBDD1	84236	
GABRB3	2562	
CCR8	1237	
GNG4	2786	
CBR3	874	
TPK1	27010	
ADH5	128	
PRMT2	3275	
GSTA5	221357	
GNL3L	54552	
DMAP1	55929	
NKAIN2	154215	
TKTL2	84076	
TOM1L2	146691	
FAM127B	26071	
COL9A1	1297	
FBXO3	26273	
MGAT5B	146664	
AMZ2	51321	
ASB7	140460	
CPNE4	131034	
ABCC6	368	
ZNF442	79973	
RIN1	9610	
ITPRIPL2	162073	
HFE	3077	
HNRNPH2	3188	
NDST1	3340	
UPF3A	65110	
LINC01364	100505768	
POLI	11201	
RRP7A	27341	
PANK2	80025	
PARP8	79668	
P2RX6	9127	
GPR17	2840	
LCAT	3931	
NUP54	53371	
CALCA	796	
RPS25	6230	
NOL12	79159	
SLC16A7	9194	
CEP83	51134	
LOC105378068	105378068	
LINC00905	148231	
TEX11	56159	
KRT16P2	400578	
CRYBA2	1412	
ARHGEF4	50649	
PARL	55486	
MCTP2	55784	
PCBD2	84105	
SYT12	91683	
GLS2	27165	
TPM3	7170	
NSL1	25936	
ARL6	84100	
OR5P2	120065	
RUFY2	55680	
LINC00332	100874127	
CCSER1	401145	
ETNK1	55500	
LAMB3	3914	
KDM1B	221656	
MPPED1	758	
DOK2	9046	
DVL3	1857	
HECW2	57520	
FCRLA	84824	
ATP6AP2	10159	
UHRF1BP1L	23074	
CIB2	10518	
GLMN	11146	
SLC35C2	51006	
FUNDC1	139341	
LCE3B	353143	
SGIP1	84251	
ATRNL1	26033	
LINC01592	100505718	
PFN1	5216	
CHN2	1124	
CHRDL1	91851	
PTPA	5524	
SPACA5	389852	
LPGAT1	9926	
ZNF770	54989	
CERS2	29956	
FBXO18	84893	
DEFB117	245931	
PDCL3	79031	
BMX	660	
BRIP1	83990	
CDCA4	55038	
EML1	2009	
FAM110D	79927	
MOCS3	27304	
MADD	8567	
ZNF25	219749	
WASH3P	374666	
GAS2L1	10634	
TMEM91	641649	
CILP	8483	
AGRP	181	
C22orf34	348645	
ZNF408	79797	
ZNF24	7572	
PLCXD2	257068	
MAPK10	5602	
HINT3	135114	
MARCH7	-	
RNASE4	6038	
LRFN2	57497	
VWA1	64856	
NKX2-1	7080	
KAZN	23254	
LOC101928614	-	
HLA-DOA	3111	
LINC01365	101927007	
TMPRSS11F	389208	
SYT7	9066	
TUBE1	51175	
MYCBP2	23077	
SSX1	6756	
ITGAD	3681	
ZKSCAN7	55888	
OR11H6	122748	
PRAMEF4	400735	
PTGDR2	11251	
SLC22A13	9390	
ZNF449	203523	
PRELP	5549	
SPOP	8405	
ALDH3B2	222	
SCO2	9997	
UBE2MP1	606551	
ATP5J2	-	
DDX39A	10212	
MIGA2	84895	
KIAA1614	57710	
ZNF774	342132	
RNF19A	25897	
TMF1	7110	
CXorf40B	-	
TNP1	7141	
PRDM13	59336	
DNAJC25-GNG10	552891	
LPA	4018	
BPIFB3	359710	
MESP2	145873	
OR52B4	143496	
PRAMEF34P	649324	
GREB1	9687	
RYR1	6261	
IFNAR2	3455	
TOP1MT	116447	
TMEM230	29058	
TIA1	7072	
CLDN17	26285	
MATN4	8785	
HNRNPKP3	399881	
SEMA6D	80031	
NOTCH3	4854	
LOC101929122	-	
PPT2	9374	
PTPN20	26095	
FBXO3	26273	
ZNF280D	54816	
ZCCHC3	85364	
NUBP1	4682	
DNAJC4	3338	
OR4C6	219432	
MINA	-	
TMED9	54732	
SPAG8	26206	
CREB1	1385	
CCNL1	57018	
SRP9	6726	
NBPF1	55672	
SND1	27044	
ZNF432	9668	
LINC01151	104266958	
LIMD2	80774	
NDUFS6	4726	
RAB43	339122	
MELK	9833	
C10orf95	79946	
CIPC	85457	
MIR4307HG	101927081	
ANKRD20A8P	729171	
UPRT	139596	
WIPI2	26100	
REG1B	5968	
NEDD4L	23327	
CRACR2B	283229	
PEX10	5192	
RNF128	79589	
CEP135	9662	
SNX17	9784	
TDP2	51567	
DMRTB1	63948	
UGCG	7357	
USP35	57558	
ROBO3	64221	
ADARB1	104	
EIF3L	51386	
WNK3	65267	
NUDCD1	84955	
KRTAP5-7	440050	
XKR8	55113	
LOC105376365	-	
RIBC1	158787	
CDC25A	993	
CCER2	643669	
PSMA4	5685	
SREK1	140890	
SHMT1	6470	
DYNC1I2	1781	
RNF38	152006	
STAR	6770	
SLC25A20	788	
CCPG1	9236	
CD47	961	
CCDC36	-	
BMP4	652	
TFAP2A	7020	
LOC101928796	101928796	
TMPRSS11E	28983	
ACOT11	26027	
TTN	7273	
LOC105369423	-	
RCHY1	25898	
LGALS9B	284194	
PTH	5741	
DNM1P46	196968	
IL22RA1	58985	
ARMC7	79637	
SLC9C1	285335	
LOC102723703	-	
LOC101927694	-	
KRT40	125115	
KLK12	43849	
RUSC1-AS1	284618	
DDX24	57062	
CYP39A1	51302	
CBWD1	55871	
NNAT	4826	
SEZ6L	23544	
NECTIN2	5819	
FKBP2	2286	
SLC28A3	64078	
GGCT	79017	
NELFB	25920	
CAMK1D	57118	
TMEM105	284186	
TRIP12	9320	
PSMB2	5690	
MSGN1	343930	
RBMX2	51634	
ACOT7	11332	
RPSA	3921	
BGLAP	632	
RBMS3	27303	
ITGB3BP	23421	
LRRC42	115353	
CNTNAP5	129684	
APOBR	55911	
LINC01315	102723775	
DNAH12	201625	
HCG4	54435	
GPR157	80045	
TFDP2	7029	
KCNIP4	80333	
SUOX	6821	
RBM33	155435	
COL6A2	1292	
ADA	100	
LHX2	9355	
KLHL24	54800	
TMEM267	64417	
IFNAR2	3455	
KIAA0355	9710	
PPT2	9374	
NEMF	9147	
GPR180	160897	
LIN7B	64130	
IFNK	56832	
COL6A2	1292	
YWHAB	7529	
ATL2	64225	
DNAH17-AS1	100996295	
DMTF1	9988	
DPEP2	64174	
SPDYE8P	-	
CKAP4	10970	
SIGLEC12	89858	
P2RY10	27334	
DST	667	
AQP3	360	
TBC1D13	54662	
SI	6476	
ATN1	1822	
CDH20	28316	
UQCC2	84300	
SEZ6	124925	
ATL3	25923	
SYPL1	6856	
FAM76A	199870	
RPS19BP1	91582	
NMD3	51068	
ACOT9	23597	
SUPT7L	9913	
KIAA1586	57691	
CFDP1	10428	
RNF148	378925	
ZNF322	79692	
ANO8	57719	
BMP10	27302	
PHF19	26147	
NRXN2	9379	
LOC407835	407835	
TRPV4	59341	
SLCO4C1	353189	
FBXL2	25827	
CDK5R1	8851	
NAT8	9027	
TCEB1	6921	
ZC3HAV1	56829	
LRRC3B	116135	
AMFR	267	
STXBP1	6812	
MEIG1	644890	
STK17B	9262	
PAX6	5080	
EMC10	284361	
ENSA	2029	
SSX2	6757	
NBEAL1	65065	
RCN1	5954	
ZCCHC5	-	
KCNA5	3741	
PAX7	5081	
CXADRP2	646243	
ZRANB1	54764	
GLIS3	169792	
COMMD8	54951	
NOX3	50508	
BRF1	2972	
PAGE2	203569	
NTRK3-AS1	283738	
MAG	4099	
NUSAP1	51203	
RPN1	6184	
NDST3	9348	
ZNF415	55786	
GPATCH2L	55668	
ZNF516	9658	
ZDHHC17	23390	
SLC25A46	91137	
PPP1R3D	5509	
HSPE1	3336	
FBXO10	26267	
COL6A4P2	646300	
DCLRE1A	9937	
AMY2A	279	
UBE3D	90025	
GFRAL	389400	
RARA	5914	
ROGDI	79641	
HSPD1	3329	
CHCHD2	51142	
LINC00524	338002	
PRKAR1A	5573	
BTBD17	388419	
CYFIP1	23191	
ADAM28	10863	
TGM5	9333	
QKI	9444	
RER1	11079	
GTPBP8	29083	
DNM2	1785	
ZC2HC1A	51101	
TMEM242	729515	
LTBP1	4052	
HIST1H2AD	-	
BDNF	627	
OR5F1	338674	
C10orf91	-	
NT5M	56953	
ZNF3	7551	
SNX33	257364	
FBXO2	26232	
LOC284379	284379	
ACTB	60	
TRPM6	140803	
C11orf49	79096	
RPL13AP6	644511	
PTPRM	5797	
ONECUT3	390874	
MSL2	55167	
FCGR2A	2212	
BIN2	51411	
KCNJ6-AS1	105372799	
OR5M3	219482	
IMPDH2	3615	
DSCC1	79075	
CLUAP1	23059	
CCNY	219771	
LOC105370941	105370941	
NEPRO	25871	
SRD5A3	79644	
AGPAT1	10554	
RPL6	6128	
MRPS17	51373	
LSM3	27258	
IFNA14	3448	
OR2AG2	338755	
C3orf30	152405	
SPPL2B	56928	
SDCCAG3	-	
SPAG16	79582	
HRASLS5	117245	
LOC339059	339059	
LRP1	4035	
SLC29A4	222962	
TSPO	706	
OIP5	11339	
SHC2	25759	
APOBEC4	403314	
GAMT	2593	
DMKN	93099	
FUT5	2527	
PFKFB2	5208	
PICALM	8301	
FAM71A	149647	
ARHGAP32	9743	
SOHLH2	54937	
MYL5	4636	
C9orf85	138241	
AGBL1	123624	
PURA	5813	
SLC9A6	10479	
COG3	83548	
LOC105378146	105378146	
LOC101928449	-	
GALNT9	50614	
PCDH10	57575	
EPS8L2	64787	
NLRP6	171389	
SMAD9	4093	
NDUFAF3	25915	
LY6G5B	58496	
TNFSF14	8740	
KATNAL2	83473	
ZKSCAN2	342357	
HN1	-	
KLHL35	283212	
SLC39A13	91252	
BTG4	54766	
SMARCAL1	50485	
UBQLN1	29979	
RAN	5901	
GTF2H1	2965	
LOC153811	-	
PGBD2	267002	
NECTIN1	5818	
TCF19	6941	
GNAL	2774	
NBPF11	200030	
FGF14	2259	
C14orf178	283579	
SLC26A10	65012	
RLN2	6019	
TMEM100	55273	
MIA2	4253	
PDGFA	5154	
EIF3K	27335	
PRTN3	5657	
AMY1A	276	
FAM26D	-	
RNF126P1	376412	
LINC01616	106456574	
ADH7	131	
MSL3	10943	
HFM1	164045	
PCSK4	54760	
TOR1B	27348	
NPY1R	4886	
WIPF1	7456	
GNPTAB	79158	
PEG10	23089	
OR1J1	347168	
ZGRF1	55345	
PDZD4	57595	
BTBD8	284697	
TTTY1	50858	
RN7SL1	6029	
TRAPPC3	27095	
DSTYK	25778	
ORMDL1	94101	
LDOC1	23641	
NSF	4905	
CALN1	83698	
ZNF644	84146	
TMEM52	339456	
ABCC6	368	
GPR135	64582	
TAS2R60	338398	
ZNF749	388567	
MND1	84057	
CCDC74A	90557	
C12orf29	91298	
HIF1AN	55662	
FAM214B	80256	
TSEN54	283989	
ARPIN	348110	
OPN1MW	2652	
C3	718	
ERBB2	2064	
STX8	9482	
DGKB	1607	
U2AF1L4	199746	
MANBAL	63905	
CLEC4E	26253	
BRWD1	54014	
DIAPH2	1730	
IP6K1	9807	
ELMO2	63916	
CYP4Z2P	163720	
FAM21A	387680; 253725	
C14orf93	60686	
ZNF532	55205	
PIKFYVE	200576	
MPP1	4354	
LYVE1	10894	
FIP1L1	81608	
DUSP5P1	574029	
ANO7	50636	
C11orf16	56673	
CNIH4	29097	
LINC01230	102800446	
RPE	6120	
SERPINE1	5054	
CCZ1B	221960	
CAMTA2	23125	
GSG2	83903	
SPRYD4	283377	
LOC400002	-	
ANKS1B	56899	
CPNE8	144402	
TAS2R39	259285	
UBTF	7343	
TEX9	374618	
ZC3H12A	80149	
FOXO3	2309	
